type,event,year,abbreviation,nameEn,nameFr,address,representative,comments,source1,source2,officeType,currentStateName,previousStateName
Permanent Mission,,1920,,Bulgaria,,"8, rue Michel Chauvet (Consulate)",Dimitri Mikoff,,,,,Bulgaria,
Permanent Mission,,1921,,Bulgaria,,"8, rue Michel Chauvet (Consulate)",Dimitri Mikoff,,,,,Bulgaria,
Permanent Mission,,1922,,Bulgaria,,"8, rue Michel Chauvet (Consulate)",Dimitri Mikoff,,https://archives.ungeneva.org/meetings-of-league-of-nations-members-representatives-in-geneva-secretariat-notes-exchanged-between-members-of-the-secretariat-containing-suggestions-for-the-holding-of-these-meetings/download?token=b2eaa49a5ab60d596000c94b0964f923fef0294937ce4639b1c9755c90cb415c,,,Bulgaria,
Permanent Mission,,1922,,Bulgaria,,"15, rue du 31 décembre",Dimitri Mikoff,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-la-bulgarie/download,,,Bulgaria,
Permanent Mission,,1924,,Bulgaria,,"15, rue du 31 décembre",Dimitri Mikoff,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-la-bulgarie/download?token=005f1753ce92c1650f60fc725ef0d0a2e18429d410bbd9bc101a413f5fccafe1,,,Bulgaria,
Permanent Mission,,1924,,Bulgaria,,moves,,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-la-bulgarie/download,,,Bulgaria,
Permanent Mission,,1934,,Bulgaria,,"Hotel la Résidence, 11 route de Florissant",Nicolas Antonoff,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download?token=2736b9485cc6c5d0b9dd8cb56c3e68ea9c9cd2394d47c4a0796e218ce30ad6d2,,,Bulgaria,
Permanent Mission,,1934,,Bulgaria,,"1, avenue de Miremont",Nicolas Antonoff,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download,,,Bulgaria,
Permanent Mission,,1935,,Bulgaria,,"1, avenue de Miremont",Nicolas Antonoff,,https://archives.ungeneva.org/list-of-permanent-representatives-accredited-to-the-league-of-nations/download?token=7cfc77d4fb0ea16e5ce8d355115fb759da87da97d93945ae8bfc5da8a4a1d024,,,Bulgaria,
Permanent Mission,,1935,,Bulgaria,,"39, quai Wilson",Jetcho Obbof,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download,,,Bulgaria,
Permanent Mission,,1935,,Bulgaria,,"39, quai Wilson",Nicolas Nomtchiloff,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download,,,Bulgaria,
Permanent Mission,,1937,,Bulgaria,,"45, rue Ph. Plantamour",Nicolas Nomtchiloff,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download,,,Bulgaria,
Permanent Mission,,1938,,Bulgaria,,"45, rue Ph. Plantamour",Detchko Karadjoff,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download,,,Bulgaria,
Permanent Mission,,1939,,Bulgaria,,"45, rue Ph. Plantamour",Detchko Karadjoff,,https://archives.ungeneva.org/communications-avec-le-gouvernement-bulgare-2/download,,,Bulgaria,
Permanent Mission,,1940,,Bulgaria,,"7, rue Alfred Vincent (Pension Racheter)",Detchko Karadjoff,,,,,Bulgaria,
Permanent Mission,,1922,,Poland,,"31, quai du Mont-Blanc",Miroslaw Arciszewski,,,,,Poland,
Permanent Mission,,1923,,Poland,,,,,,,,Poland,
Permanent Mission,,1925,,Poland,,"33, quai Wilson",François Sokal,,,,,Poland,
Permanent Mission,,1928,,Poland,,"12, Charles Galland",François Sokal,,,,,Poland,
Permanent Mission,,1929,,Poland,,"4, Munier Romilly",François Sokal,,https://archives.ungeneva.org/communications-with-national-gouvernments-various-correspondence-respecting-the-appointment-of-permanent-representatives-to-the-league/download,,,Poland,
Permanent Mission,,1932,,Poland,,"4, Munier Romilly",Gwiazdowski (Councelor in charge of the Legation),,,,,Poland,
Permanent Mission,,1933,,Poland,,"4, Munier Romilly",Comte Edward Raczynsky,,,,,Poland,
Permanent Mission,,1935,,Poland,,"4, rue Munier-Romilly",Titus Komarnicki,,,,,Poland,
Permanent Mission,,1937,,Poland,,"4, rue Munier-Romilly",Titus Komarnicki,,,,,Poland,
Permanent Mission,,1938,,Poland,,"4, rue Munier-Romilly",Titus Komarnicki,,,,,Poland,
Permanent Mission,,1920,,Romania,,"1, rue des Moulins en l’Ile",Lahovary,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-roumanie-correspondance-a-ce-sujet/download,,,Romania,
Permanent Mission,,1921,,Romania,,"1, rue des Moulins",Philippe Lahovari,,https://archives.ungeneva.org/situation-faite-au-point-de-vue-international-aux-representants-des-etats-membres-de-la-societe-des-nations-aupres-du-secretariat-general-lorsquils-ne-sont-pas-accredites-aupres-du-gouvernement-helvetique-en-qualite-diplomatique-corres/download?token=c31b41a737a2d8fb8390b2b746c31af70dd739b41fbedd6955fd5832ca26cf63,,,Romania,
Permanent Mission,,1922,,Romania,,"4, rue de la Pelouse",Lahovary,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-roumanie-correspondance-a-ce-sujet/download,,,Romania,
Permanent Mission,,1923,,Romania,,,,,,,,Romania,
Permanent Mission,,1928,,Romania,,"6, rue de Monnetier",Constantin Antoniade,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-roumanie-correspondance-a-ce-sujet/download,,,Romania,
Permanent Mission,,1925,,Romania,,Hotel des Bergues,Edmund Ciuntu,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-roumanie-correspondance-a-ce-sujet/download,,,Romania,
Permanent Mission,,1926,,Romania,,"6, rue de Monnetier",Edmund Ciuntu,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-roumanie-correspondance-a-ce-sujet/download,,,Romania,
Permanent Mission,,1935,,Romania,,"41, quai Wilson",Constantin Antoniade,,,,,Romania,
Permanent Mission,,1937,,Romania,,"41, quai Wilson",G. Grutzesco,,,,,Romania,
Permanent Mission,,1939,,Romania,,"41, quai Wilson",,,,,,Romania,
Permanent Mission,,1925,,Canada,,"25, quai du Mont-Blanc",Walter Alexander Riddell,,https://archives.ungeneva.org/communications-with-the-gouvernment-of-canada/download,,,Canada,
Permanent Mission,,1928,,Canada,,"41, quai du Mont-Blanc",Walter Alexander Riddell,,https://archives.ungeneva.org/communications-with-the-gouvernment-of-canada/download,,,Canada,
Permanent Mission,,1935,,Canada,,"41, quai du Mont-Blanc",Walter Alexander Riddell,,https://archives.ungeneva.org/list-of-permanent-representatives-accredited-to-the-league-of-nations/download?token=7cfc77d4fb0ea16e5ce8d355115fb759da87da97d93945ae8bfc5da8a4a1d024,,,Canada,
Permanent Mission,,1935,,Canada,,"41, quai du Mont-Blanc",Hume Wrong,,,,,Canada,
Permanent Mission,,1938,,Canada,,"41, quai du Mont-Blanc",Hume Wrong,,,,,Canada,
Permanent Mission,,1939,,Canada,,"41, quai du Mont-Blanc",Hume Wrong,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Canada,
Permanent Mission,,1921,,China,,"83, rue des Eaux-Vives ",Chuan Chao ,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1922,,China,,"55, Route de Chêne ",Tchéou-Wei,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1926,,China,,"6, rue Tahlberg",,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1928,,China,,"121, rue de Lausanne",,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1928,,China,,,,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1929,,China,,"41, quai Wilson",,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1932,,China,,"18, rue Charles-Galland",Hoo Chi-Tsai,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1935,,China,,"18, rue Charles-Galland",Hoo Chi-Tsai,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1937,,China,,"18, rue Charles-Galland",Hoo Chi-Tsai,,https://archives.ungeneva.org/contact-between-national-governments-and-the-international-secretariat/download,,,China,
Permanent Mission,,1939,,China,,"18, rue Charles-Galland",Hoo Chi-Tsai,,https://archives.ungeneva.org/communications-with-the-government-of-china/download,,,China,
Permanent Mission,,1922,,Finland,,"14, rue de candolle",Urho Toivola,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-finlandais/download,,,Finland,
Permanent Mission,,1924,,Finland,,"2, avenue des Vollandes",Urho Toivola,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-finlandais/download,,,Finland,
Permanent Mission,,1925,,Finland,,"7, place Claparède",Hugo Valvanne,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-finlandais/download,,,Finland,
Permanent Mission,,1926,,Finland,,,,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-finlandais/download,,,Finland,
Permanent Mission,,1926,,Finland,,"14, rue Charles Bonnet",Hugo Valvanne,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-finlandais/download,,,Finland,
Permanent Mission,,1927,,Finland,,"14, rue Charles Bonnet",Rudolf Holsti,,https://archives.ungeneva.org/communications-avec-le-gouvernement-finlandais,,,Finland,
Permanent Mission,,1935,,Finland,,"14, rue Charles Bonnet",Eino Rudolf Woldemar ,,https://archives.ungeneva.org/communications-avec-le-gouvernement-finlandais,,,Finland,
Permanent Mission,,1937,,Finland,,"14, rue Charles Bonnet",P. Hjelt,,https://archives.ungeneva.org/communications-avec-le-gouvernement-finlandais,,,Finland,
Permanent Mission,,1938,,Finland,,"14, rue Charles Bonnet",Armas Youtila,,https://archives.ungeneva.org/communications-avec-le-gouvernement-finlandais,,,Finland,
Permanent Mission,,1938,,Finland,,"14, rue Charles Bonnet",Havald Hellstrom,,https://archives.ungeneva.org/communications-avec-le-gouvernement-finlandais,,,Finland,
Permanent Mission,,1939,,Finland,,"14, rue Charles Bonnet",,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Finland,
Permanent Mission,,1922,,Romania,,"1, rue des Moulins",Philippe Lahovari,,https://archives.ungeneva.org/situation-faite-au-point-de-vue-international-aux-representants-des-etats-membres-de-la-societe-des-nations-aupres-du-secretariat-general-lorsquils-ne-sont-pas-accredites-aupres-du-gouvernement-helvetique-en-qualite-diplomatique-corres/download?token=c31b41a737a2d8fb8390b2b746c31af70dd739b41fbedd6955fd5832ca26cf63,,,Romania,
Permanent Mission,,1921,,Hungary,,"4, chemin Miremont",Michel de Rez,,https://archives.ungeneva.org/les-communications-entre-le-gouvernement-de-la-hongrie-et-le-secretariat/download,,,Hungary,
Permanent Mission,,1921,,Hungary,,"4, chemin Miremont",Zoltan Baranyai,,https://archives.ungeneva.org/les-communications-entre-le-gouvernement-de-la-hongrie-et-le-secretariat/download,,,Hungary,
Permanent Mission,,1922,,Hungary,,"4, chemin de Miremont",Zoltan Baranyai,,,,,Hungary,
Permanent Mission,,1925,,Hungary,,"5, quai du Mont-Blanc",Alexis de Nagy de Versegh,,https://archives.ungeneva.org/les-communications-entre-le-gouvernement-de-la-hongrie-et-le-secretariat/download,,,Hungary,
Permanent Mission,,1926,,Hungary,,"5, quai du Mont-Blanc",Paul Hevesy de Heves,,https://archives.ungeneva.org/les-communications-entre-le-gouvernement-de-la-hongrie-et-le-secretariat/download,,,Hungary,
Permanent Mission,,1928,,Hungary,,"33, quai Wilson",Paul Hevesy de Heves,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois/download,,,Hungary,
Permanent Mission,,1931,,Hungary,,"33, quai Wilson",Jean Pélenyi,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois/download,,,Hungary,
Permanent Mission,,1932,,Hungary,,"8, rue Senebier",Jean Pélenyi,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois/download,,,Hungary,
Permanent Mission,,1934,,Hungary,,"33, quai Wilson",Ladislas Tahy de Tahvar et Tarkeo,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois-2/download,,,Hungary,
Permanent Mission,,1935,,Hungary,,"33, quai Wilson",Laszlo Velics de Laszlofalva,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois-2/download,,,Hungary,
Permanent Mission,,1937,,Hungary,,"33, quai Wilson",Laszlo Velics de Laszlofalva,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois-2/download,,,Hungary,
Permanent Mission,,1939,,Hungary,,"33, quai Wilson",,,https://archives.ungeneva.org/communications-avec-le-gouvernement-hongrois-2/download,,,Hungary,
Permanent Mission,,1923,,Irish Free State,,"35, quai du Mont-Blanc",Michael MacWhite,,https://archives.ungeneva.org/dossier-concerning-communication-with-the-government-of-the-irish-free-state/download,,,Ireland,Irish Free State
Permanent Mission,,1926,,Irish Free State,,"43, quai du Mont-Blanc",Michael MacWhite,,https://archives.ungeneva.org/dossier-concerning-communication-with-the-government-of-the-irish-free-state/download,,,Ireland,Irish Free State
Permanent Mission,,1929,,Irish Free State,,"43, quai du Mont-Blanc",Sean Lester ,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-letat-libre-dirlande/download,,,Ireland,Irish Free State
Permanent Mission,,1933,,Irish Free State,,"41, quai Wilson",Sean Lester ,,,,,Ireland,Irish Free State
Permanent Mission,,1934,,Irish Free State,,"41, quai Wilson",Francis Thomas Cremins,,,,,Ireland,Irish Free State
Permanent Mission,,1935,,Irish Free State,,"41, quai Wilson",Francis Thomas Cremins,,https://archives.ungeneva.org/list-of-permanent-representatives-accredited-to-the-league-of-nations/download?token=7cfc77d4fb0ea16e5ce8d355115fb759da87da97d93945ae8bfc5da8a4a1d024,,,Ireland,Irish Free State
Permanent Mission,,1937,,Ireland,,"41, quai Wilson",Francis Thomas Cremins,,,,,Ireland,
Permanent Mission,,1939,,Ireland,,"41, quai Wilson",Francis Thomas Cremins,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Ireland,
Permanent Mission,,1940,,Ireland,,"43, quai du Mont-Blanc",Francis Thomas Cremins,,,,,Ireland,
Permanent Mission,,1921,,Japan,,Hotel Bellevue,T. Suzuki,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-japonais/download,,,Japan,
Permanent Mission,,1925,,Japan,,"39, quai Wilson",T. Suzuki,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-japonais/download,,,Japan,
Permanent Mission,,1927,,Japan,,"39, quai Wilson",Tamao Sakamoto,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-japonais/download,,,Japan,
Permanent Mission,,1928,,Japan,,"39, quai Wilson",Masao Anan,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-japonais/download,,,Japan,
Permanent Mission,,1935,,Japan,,"39, quai Wilson",,,https://archives.ungeneva.org/japan-and-the-league-collaboration-of-japan-after-her-withdrawal-from-the-league/download,,,Japan,
Permanent Mission,,1925,,Latvia,,"16, Chemin des clochettes",Charles Duzmans,,https://archives.ungeneva.org/communication-entre-le-gouvernement-letton-et-la-societe-des-nations-dossier-a-ce-subject/download,,,Latvia,
Permanent Mission,,1930,,Latvia,,"16, Chemin des clochettes",Jules Feldmans,,https://archives.ungeneva.org/communication-entre-le-gouvernement-letton-et-la-societe-des-nations-dossier-a-ce-subject/download,,,Latvia,
Permanent Mission,,1931,,Latvia,,"41, quai Wilson",Jules Feldmans,,https://archives.ungeneva.org/communication-entre-le-gouvernement-letton-et-la-societe-des-nations-dossier-a-ce-subject/download,,,Latvia,
Permanent Mission,,1935,,Latvia,,"41, quai Wilson",Jules Feldmans,,https://archives.ungeneva.org/list-of-permanent-representatives-accredited-to-the-league-of-nations/download?token=7cfc77d4fb0ea16e5ce8d355115fb759da87da97d93945ae8bfc5da8a4a1d024,,,Latvia,
Permanent Mission,,1936,,Latvia,,"5, route de Pregny",Jules Feldmans,,https://archives.ungeneva.org/communications-with-the-government-of-latvia-2/download,,,Latvia,
Permanent Mission,,1937,,Latvia,,"5, avenue de la paix",Jules Feldmans,,https://archives.ungeneva.org/communications-with-the-government-of-latvia-2/download,,,Latvia,
Permanent Mission,,1939,,Latvia,,"5, avenue de la paix",Jules Feldmans,,https://archives.ungeneva.org/communications-with-the-government-of-latvia-2/download,,,Latvia,
Permanent Mission,,1925,,Lithuania,,"15, quai du Mont-Blanc",Zaunius,,https://archives.ungeneva.org/communications-entre-la-societe-des-nations-et-la-lithuanie/download,,,Lithuania,
Permanent Mission,,1927,,Lithuania,,,,,https://archives.ungeneva.org/communications-entre-la-societe-des-nations-et-la-lithuanie/download,,,Lithuania,
Permanent Mission,,1937,,Lithuania,,"Villa Pleinvent, Cologny",Kazys Skyrpa,,https://archives.ungeneva.org/communications-entre-la-societe-des-nations-et-la-lithuanie/download,,,Lithuania,
Permanent Mission,,1938,,Lithuania,,"Villa Pleinvent, Cologny",Jurgis Savikis,,https://archives.ungeneva.org/communications-entre-la-societe-des-nations-et-la-lithuanie/download,,,Lithuania,
Permanent Mission,,1939,,Lithuania,,"Villa Pleinvent, Cologny",Jurgis Savikis,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Lithuania,
Permanent Mission,,1940,,Lithuania,,"Villa Pleinvent, Cologny",Eduardas Turauskas,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-la-lithuanie-lituanie/download,,,Lithuania,
Permanent Mission,,1940,,Lithuania,,,,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-la-lithuanie-lituanie/download,,,Lithuania,
Permanent Mission,,1925,,Persia,,"2, Crêts de Champel",Abdol-Hassan Khan Hakime (Director Office),,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-perse/download,,,Iran,Persia
Permanent Mission,,1926,,Persia,,"20, rue de Candolle",Hossein Khan Ghadimy (Director Office),,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-perse/download,,,Iran,Persia
Permanent Mission,,1927,,Persia,,,,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-perse/download,,,Iran,Persia
Permanent Mission,,1929,,Persia,,"Villa les Cèdres, 19 avenue de Champel",,,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-de-la-perse/download,,,Iran,Persia
Permanent Mission,,1933,,Persia,,"Villa les Cèdres, 19 avenue de Champel",Abdollah Entezam (Secretary General Delegation),,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,Persia
Permanent Mission,,1933,,Persia,,"Villa les Cèdres, 19 avenue de Champel",,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,Persia
Permanent Mission,,1935,,Iran,,"Villa les Cèdres, 19 avenue de Champel",,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1935,,Iran,,"Villa les Cèdres, 19 avenue de Champel",Nasrollah Entezam (Secretary General Delegation from 1934),,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1935,,Iran,,"39, quai Wilson",,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1936,,Iran,,"39, quai Wilson",Mostafa Adle,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1937,,Iran,,"39, quai Wilson",Abdollah Bahramy,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1937,,Iran,,"37, avenue Miremont (Villa les Clochettes)",Abdollah Bahramy,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1938,,Iran,,"5, chemin de l'Escalade",,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1939,,Iran,,"5, chemin de l'Escalade",,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Iran,
Permanent Mission,,1939,,Iran,,"25, avenue de Champel",Djavad Foroughi,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1940,,Iran,,"25, avenue de Champel",Djavad Foroughi,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1946,,Iran,,,,,https://archives.ungeneva.org/communications-avec-le-gouvernement-de-liran/download,,,Iran,
Permanent Mission,,1924,,Nicaragua,,"35, Chemin de Miremont (Consulate)",Antonio Sottile,,https://archives.ungeneva.org/les-communications-entre-le-nicaragua-et-le-secretariat-dossier-a-ce-sujet/download,,,Nicaragua,
Permanent Mission,,1926,,Nicaragua,,"3, rue Merle d’Aubigné",A. Sottile,,https://archives.ungeneva.org/les-communications-entre-le-nicaragua-et-le-secretariat-dossier-a-ce-sujet/download,,,Nicaragua,
Permanent Mission,,1929,,Nicaragua,,"105, Route de Chêne",A. Sottile,,https://archives.ungeneva.org/communications-with-the-gouvernment-of-nicaragua/download,,,Nicaragua,
Permanent Mission,,1929,,Nicaragua,,,Francisco Torres Fuentes,,https://archives.ungeneva.org/communications-with-the-gouvernment-of-nicaragua/download,,,Nicaragua,
Permanent Mission,,1935,,Nicaragua,,Hotel des Bergues,Tomas Francisco Medina,,https://archives.ungeneva.org/communications-with-the-government-of-nicaragua-2/download,,,Nicaragua,
Permanent Mission,,1937,,Nicaragua,,Hotel des Bergues,Tomas Francisco Medina,,https://archives.ungeneva.org/communications-with-the-government-of-nicaragua-2/download,,,Nicaragua,
Permanent Mission,,1938,,Nicaragua,,,Tomas Francisco Medina,,,,,Nicaragua,
Permanent Mission,,1926,,Portugal,,"47, rue Plantamour",Rodrigo Rodriguez,,,,,Portugal,
Permanent Mission,,1930,,Portugal,,"47, rue Plantamour",De Calheiros e Menezes,,,,,Portugal,
Permanent Mission,,1934,,Portugal,,"41, quai Wilson",,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,,Portugal,
Permanent Mission,,1935,,Portugal,,"41, quai Wilson",,,https://archives.ungeneva.org/list-of-permanent-representatives-accredited-to-the-league-of-nations/download?token=7cfc77d4fb0ea16e5ce8d355115fb759da87da97d93945ae8bfc5da8a4a1d024,,,Portugal,
Permanent Mission,,1933,,Portugal,,"47, rue Plantamour",Henrique da Guerre Quaresta Vianna,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,,Portugal,
Permanent Mission,,1937,,Portugal,,"41, quai Wilson",Affonso Rodrigues-Pereira,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,,Portugal,
Permanent Mission,,1939,,Portugal,,"41, quai Wilson",,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Portugal,
Permanent Mission,,1941,,Portugal,,"41, quai Wilson",Jorge Bahia,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,,Portugal,
Permanent Mission,,1944,,Portugal,,"41, quai Wilson",,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,,Portugal,
Permanent Mission,,1929,,Peru,,Place des Alpes (Pension Coupier),José-Maria Barretto (Secretary Generalof the Permanent Secretariat),,https://archives.ungeneva.org/communications-avec-le-gouvernement-du-perou/download,,,Peru,
Permanent Mission,,1931,,Peru,,"6, rue de la Cloche",José-Maria Barretto (Secretary Generalof the Permanent Secretariat),,https://archives.ungeneva.org/communications-avec-le-gouvernement-du-perou/download,,,Peru,
Permanent Mission,,1931,,Peru,,"12, rue Jean Jacquet",Alejandro de la Fuente (Head Office),,https://archives.ungeneva.org/communications-avec-le-gouvernement-du-perou/download,,,Peru,
Permanent Mission,,1932,,Peru,,"12, rue Jean Jacquet",Ventura Garcia Calderon (Chief Office),,https://archives.ungeneva.org/communications-avec-le-gouvernement-du-perou/download,,,Peru,
Permanent Mission,,1932,,Peru,,,,,https://archives.ungeneva.org/communications-avec-le-gouvernement-du-perou/download,,,Peru,
Permanent Mission,,1933,,Peru,,Hotel Bellevue,Pedro Ugarteche (head of the Office),,,,,Peru,
Permanent Mission,,1933,,Peru,,Hotel Bellevue,Francisco Garcia Calderon,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1935,,Peru,,Hotel Bellevue,Luis Miro’ Quesada,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1936,,Peru,,Hotel Bellevue,F. Tudela ,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1934,,Peru,,"91, rue de Lausanne",,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1937,,Peru,,"47, rue Plantamour",,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1938,,Peru,,"41, quai Wilson",,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1939,,Peru,,"41, quai Wilson",,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,,Peru,
Permanent Mission,,1941,,Peru,,"41, quai Wilson",,,https://archives.ungeneva.org/communications-with-the-government-of-peru,,,Peru,
Permanent Mission,,1925,,"Kingdom of the Serbs, Croates and Slovenes",,"3, rue Merle d'Aubigné",Jean Doutchitch,,https://archives.ungeneva.org/dossier-concerning-the-contact-between-the-league-of-nations-and-the-serb-croat-slovene-kingdom,,,"Kingdom of the Serbs, Croates and Slovenes",
Permanent Mission,,1927,,"Kingdom of the Serbs, Croates and Slovenes",,"5, rue des Alpes",Constantine Fotitch,,https://archives.ungeneva.org/dossier-concerning-the-contact-between-the-league-of-nations-and-the-serb-croat-slovene-kingdom,,,"Kingdom of the Serbs, Croates and Slovenes",
Permanent Mission,,1929,,Yugoslavia (Kingdom of),,"5, rue des Alpes",,,,,,"Kingdom of the Serbs, Croates and Slovenes",Yugoslavia (Kingdom of)
Permanent Mission,,1934,,Yugoslavia (Kingdom of),,"25, quai du Mont-Blanc",Constantin Fotitch,,https://archives.ungeneva.org/office-circular-communication-with-the-government-of-the-kingdom-of-the-serbs-croates-and-slovenes-2,,,"Kingdom of the Serbs, Croates and Slovenes",Yugoslavia (Kingdom of)
Permanent Mission,,1935,,Yugoslavia (Kingdom of),,"25, quai du Mont-Blanc",Ivan Soubbotitch,,https://archives.ungeneva.org/office-circular-communication-with-the-government-of-the-kingdom-of-the-serbs-croates-and-slovenes-2,,,"Kingdom of the Serbs, Croates and Slovenes",Yugoslavia (Kingdom of)
