year,filterOrgCategory,filterRegion,filterAffiliation,filterIOType,nameEN,nameFR,addressOSM,addressInfoboxDisplay,locationBuilding,city,country,representativeName,representativeGender,event,note1,note2,source1,source2,photos
1959,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"40, Rue du 31-Décembre",,,Genève,Switzerland,,,,,,https://shared.ifrc.org/collections/~d4564b33d0,,
1960,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,addressChange,,,https://shared.ifrc.org/collections/~d4564b33d0,,
1961,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,https://shared.ifrc.org/collections/~d4564b33d0,,
1962,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,https://shared.ifrc.org/collections/~d4564b33d0,,
1963,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,https://shared.ifrc.org/collections/~d4564b33d0,,
1964,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,YB1964-65,,
1970,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,YB1970-71,,
1971,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,no,,
1972,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,no,,
1973,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,no,,
1974,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,https://shared.ifrc.org/collections/~d4564b33d0,,
1975,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1976,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1977,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1978,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1979,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1980,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1981,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1982,International Organisation,,,,League of Red Cross Societies,Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1983,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1984,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1985,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1986,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1987,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1988,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1989,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1990,International Organisation,,,,League of Red Cross and Red Crescent Societies,Ligue des Sociétés de la Croix-Rouge et du Croissant-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1991,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,IGYB1991,,
1992,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1993,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1994,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,IGYB1994,,
1995,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1996,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1997,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1998,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1999,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2000,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2001,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2002,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2003,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2004,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2005,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2006,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2007,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2008,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2009,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2010,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2011,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2012,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2013,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2014,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2015,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2016,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2017,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2018,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge (FICR),"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2019,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2020,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2021,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2022,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2023,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2024,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
2025,International Organisation,,,,International Federation of Red Cross and Red Crescent Societies (IFRC),Ligue des sociétés de la Croix-Rouge,"17, Chemin des Crêts",,,Genève,Switzerland,,,,,,,,
1965,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1966,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1967,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1968,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1969,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1970,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,YB1970-71,,
1972,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1973,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1974,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1975,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1976,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1977,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1978,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1979,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1980,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1981,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1982,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1983,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1984,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1985,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1986,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1987,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1988,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1989,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1990,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1991,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1992,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1993,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1994,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1995,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1996,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1997,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1998,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1999,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2000,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2001,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2002,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2003,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2004,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2005,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2006,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2007,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2008,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2009,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2010,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2011,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2012,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2013,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2014,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2015,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2016,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2017,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2018,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2019,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2020,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2021,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2022,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2023,International Organisation,,,UN System,United Nations Conference on Trade and Development (UNCTAD),Conférence des Nations Unies pour le commerce et le développement (CNUCED),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
2024,International Organisation,,,UN System,United Nations Trade and Development,ONU commerce et développement,"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,nameChange,rebranded,,,,
2025,International Organisation,,,UN System,United Nations Trade and Development,ONU commerce et développement,"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1947,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1948,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1949,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1950,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1951,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1952,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1953,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1954,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1955,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1956,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1957,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1958,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
1959,International Organisation,,,UN System,United Nations Economic Commission for Europe (ECE),Commission économique des Nations Unies pour l'Europe (CEE-ONU),"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,,,,,,,,
